name,website,street_address,city,region,postal_code,country,phones,emails,whatsapp,social_links,opening_hours,materials,material_prices,description
Powering Recycling Systems for Businesses across the Bay Area,https://sanfranciscorecycling.com/,2305 for a pick upHomeBatteriesCardboardSolar PanelsLightsPaintStyrofoamScrap Metale-WasteBallastMoreHomeBatteriesCardboardSolar PanelsLightsPaintStyrofoamScrap Metale-WasteBallastHomeBatteriesCardboardSolar PanelsLightsPaintStyrofoamScrap Metale-WasteBallastPowering Recycling Systems for Businesses across the Bay AreaPowering Recycling Systems for Businesses across the Bay AreaPowering Recycling Systems for Businesses across the Bay AreaPowering Recycling Systems for Businesses across the Bay AreaPowering Recycling Syst,ems f,OR,,United States,['(415) 596-2305'],[],[],[],,"['Scrap Metal', 'Iron', 'Lead', 'Electronic']",[],"Serving the Bay Area since 2009, we make it easy and cost effective to recycle your waste --we come to you - saving you time, money, and lowering your risk."
California Junkyards,https://www.junkyardpartslocator.com/state/California-Junkyards.aspx,2008 -  2025 junkyard,partslocat,OR,,United States,[],[],[],[],,['Auto Parts'],[],
Sacramento’s Same-Day Scrap Metal Disposal,https://www.1800gotjunk.com/us_en/locations/junk-removal-sacramento/scrap-metal-disposal,,,,,United States,"['(866) 877-3033', '(800) 468-5865', '(800) 619-2981']",[],[],[],,"['Scrap Metal', 'Iron']",[],"Dispose of scrap metal efficiently with 1-800-GOT-JUNK? Greater Sacramento. Offering eco-friendly, same-day services tailored to local needs."
Tapatio Auto and Truck Recycling - San Bernardino Location,https://www.tapatioauto.com/san-bernardino/,"827 N Waterman Ave
San Bernard",ino,CA,92410,United States,['(800) 388-9134'],[],[],[],,[],[],"We are located in the city of San Bernardino California, we have a broad range of recycled OEM parts from most manufacturers."
"Los Angeles, CA Scrap Metal Prices",https://www.priceofscrapmetals.com/california/los-angeles/,2777 East Washington Blvd,and centr,AL,,United States,[],[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Find the Latest Scrap Metal Prices in Los Angeles, California today. Check the current scrap price for copper, steel, aluminum, brass, gold and other ferrous and non-ferrous materials."
Scrap metal,https://www.sfenvironment.org/sfrecycles/item/scrap-metal,,ASan Francisco,CA,94103,United States,['(415) 282-8568'],[],[],[],,"['Appliance', 'Iron', 'Electronic', 'Scrap Metal']",[],
Complete Metal Recycling and Disposal,https://bayareascavengerandrecycling.com/metal/,11740 Berryessa Rd,San Jose,CA,95133,United States,['(408) 205-4370'],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal']",[],
Reno Salvage Co,https://renosalvage.com/,301 Montello Street,Reno,NV,89512,United States,[],"['renosalvage@gmail.com', 'rscnewmetals@gmail.comlearn', 'rscnewmetals@gmail.com']",[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Scrap Metal', 'Lead']",[],
American Metals Company,https://www.amcrecycling.com/,740 W Broadway Rd,Mesa,AZ,85210,United States,"['(602) 767-6580', '(480) 834-1923']",[],[],[],,"['Copper', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"American Metals Company buys and sells metal including: steel, aluminum and copper. Commercial services include: containers, flatbeds, etc."
TACOMA AUTO AND TRUCK RECYCLING,http://recycler.car-part.com/TacomaAutoandTruckRecycling/,1555 La Media Rd,San Diego,CA,92154,United States,['(619) 661-1190'],['californiasports11@yahoo.com'],[],[],,[],[],"TACOMA AUTO AND TRUCK RECYCLING: serving the San Diego, CA area with quality used parts"
"SAN DIEGO AUTO WRECKING - Quality Used Auto Parts, T.619-671-9800. San Diego, CA",https://www.sandiegoautowrecking.com/,951 Heritage Rd.,San Diego,CA,92154,United States,"['(619) 671-9800', '(619) 661-1908', '(671) 980-0619']","['emailsandiegoaw@hotmail.com', 'number619-671-9800619-661-1908emailsandiegoaw@hotmail.comopening', 'sandiegoaw@hotmail.com']",[],[],,['Auto Parts'],[],"Thousands of used auto parts for Honda, Ford, Jeep, Nissan, Mazda, Toyota cars."
CMS Recycling,https://cmsmetals.com/,1428 W Mission Rd,Escondido,CA,92029,United States,"['(760) 741-6300', '(741) 630-0760']",['dkemper@cmsmetals.com'],[],[],,"['Scrap Metal', 'Iron']",[],
"Junkyards & Auto Salvagein San Bernardino, CA",https://preferredjunkyard.com/california/san-bernardino/,1670 Walnut St,San Bernardino,CA,92410,United States,[],[],[],[],,['Auto Parts'],[],"Find Trusted Junkyards and Auto Salvage Yards in San Bernardino, California that Buy Junk Cars and Sell Reliable Used Auto and Truck Parts."
Los Angeles's premier industrial scrap metal company,https://www.ptmetals.com/areas-served/los-angeles/,38252213 Tyler Ave,South El Monte,CA,91733,United States,[],"['91733emailscrap@ptmetals.comhoursmon', 'scrap@ptmetals.com']",[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"Struggling to manage your scrap metal? We provide Los Angeles businesses with efficient recycling, reliable pickups, & top payouts to simplify operations."
Scrap Metal Recycling San Francisco - Alco Metals,https://alcometals.com/scrap-metal-recycling-san-francisco/,"39 MB.							



 



Send













San Leandro Headquarters 



									2140 Davis St.",San Leandro,CA,94577,United States,"['(707) 562-1107', '(408) 436-1107', '(209) 932-1107']","['getaquote@alcometals.com', 'info@alcometals.com']",[],[],,"['Appliance', 'Iron', 'Lead', 'Scrap Metal']",[],
Today’s Scrap Prices & Local Scrap Yards,https://iscrapapp.com/,"1 - 1











Trending MetalsView all Prices




Metal
Average Price
National 45-Day Ave","rage
Nation",AL,,United States,[],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],Stay up to date with current scrap metal prices. Maximize your profits with the latest market trends & locate scrap yards in the US & Canada.
"San Francisco Scrap Yards, CA",https://iscrapapp.com/scrap-yards/san-francisco-ca/,2730 Peralta Street,Oakla,ND,,United States,[],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Easily find surrounding San Francisco Scrap Yards and get all the contact information to recycle your scrap metal. On the iScrap App, you can find scrap yards and their phone number, email, scrap metal prices, and request containers."
PREMIERSCRAP METAL RECYCLING CENTER,https://www.ammetalsco.com/,99951505 Washington Boulevard,Montebello,CA,90640,United States,['(714) 547-6507'],['info@gmrecycling.com'],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"A & M Metals Inc. in Santa Ana, CA, specializes in recycling all types of ferrous and nonferrous metals. Call us at 714-547-6507 to learn more."
"Scrap Metal and E-Scrap Recycling - R2, ISO 14001, ISO 45001 Certified",https://www.broadwaymetalrecycling.com/,3330 W Broadway Rd,Phoenix,AZ,85041,United States,['(602) 795-6328'],[],[],[],,"['Scrap Metal', 'Iron', 'Lead', 'Electronic']",[],Scrap Metal & E-Scrap Recycling
Best Salvage Yards In Los Angeles,https://www.bestinhood.com/los-angeles/auto-services/best-salvage-yards-in-los-angeles/,535 Gallardo St,Los Angeles,CA,90033,United States,[],[],[],[],,"['Auto Parts', 'Lead']",[],"Discover the top salvage yards in Los Angeles! From quality parts to pricing insights, explore our guide for the best automotive deals in the City of Angels."
USED CARS & PARTS,http://infinityautosalvage.com/,"7314
www.oldcarbuyback.com
This voluntary program is sponsored by the Bay Area Air Quality Management District.
 


HAVE",A C,AR,,United States,"['(866) 272-9642', '(855) 343-7314']",['parts@infinitysalvage.com'],[],[],,"['Battery', 'Iron']",[],
SCRAP METAL BUYERSSERVING SOUTHERN CALIFORNIA,https://www.sackinmetal.com/,15201 Transistor Ln,Huntington Beach,CA,92649,United States,['(714) 891-4505'],[],[],[],,"['Copper', 'Steel', 'Aluminum', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Contact Huntington Beach, CA’s Sackin Metals today at 7148914505 for high-quality metal services! We offer scrap metal buying, selling, and more. Click here!"
A & S Metal Recycling,https://iscrapapp.com/yards/us-california-los-angeles-a-s-metal-recycling/,500 companies throughout the United St,ates a,ND,,United States,['(800) 548-1946'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"A & S Metal Recycling, Scrap Metal Yard in Los Angeles, California"
Scrap Metal Prices San Diego,https://www.scrapmetalpricesusa.com/scrap-metal-prices-san-diego.php,1 elect,ric,AL,,United States,[],[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],
"Scale Operators, General Labor",https://i-buy-scrap.com/,940 E Broadway Rd,Phoenix,AZ,85040,United States,"['(602) 276-9414', '(480) 280-9000', '(480) 907-6978']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Scrap metal recycling center, purchasing all types of scrap metal, copper, aluminum, brass, batteries, AC units. Roll off bins available for clean ups."
Sacramento Auto Dismantler | Auto Parts & Car Sales - Martin's Auto Dismantler,https://martinsautodismantler.com/,,Sacramento,CA,95828,United States,['(916) 730-8100'],"['admin@martinsautodismantler.com', 'sales@martinsautodismantler.com']",[],[],,"['Auto Parts', 'Iron']",[],"Sacramento's premier auto dismantlers, offering used parts, car sales, and eco-friendly solutions. Book an appointment today!"
Full-ServiceHVAC & AC Unit Removal/Recycling.,https://www.rzrrecycling.com/,,Phoenix,AZ,85027,United States,['(623) 869-0021'],['hello@rzrrecycling.com'],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Scrap Metal', 'Lead']",[],
Contact Alco Metals | Get in Touch for Metal Supply & Recycling,https://alcometals.com/contact-us/,2140 Davis St.,San Leandro,CA,94577,United States,['(510) 562-1107'],['info@alcometals.com'],[],[],,"['Appliance', 'Iron', 'Scrap Metal']",[],"Reach out to Alco Metals for metal supply, recycling, and fabrication services. Contact us today for quotes, inquiries, or visit our Bay Area locations."
"ARIZONA SCRAP IRON & METAL INC. in Phoenix, Arizona",https://www.arizonascrapiron.com/,,Phoenix,AZ,85007,United States,['(602) 252-8423'],['azscrap@cox.net'],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"Arizona Scrap Iron & Metal Inc. in Phoenix, AZ offers quality services such as drop-off and pick-up of your scrap metals. Call us today at 602-252-8423."
Scrap Metal Recycling & Salvage Yard in Phoenix AZ | We Buy Scrap,http://webuyscrapaz.com/,3035 W. Broadway Rd.,Phoenix,AZ,85041,United States,['(602) 243-3011'],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Precious Metals', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],
C & M Metals is a provider ofScrap Metal Recycling and Metal Trading Services,https://cmmetals.net/,1709 E. 24th St.,Los Angeles,CA,90058,United States,"['(323) 234-4662', '(323) 234-5844']",['sales@cmmetals.net'],[],[],,"['Copper', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal']",[],C and M Metals has been one of the pioneers in the recycling of secondary metals and scrap metal waste for over 50 years.
"San Jose, California - 95139 Local Recycling Centers",https://recyclingcenters.org/California/San_Jose_95139_recycling_centers.php,"95112
                            












Valley Recycling



                                                                    1615 S 7th St",San Jose,CA,95112,United States,[],[],[],[],,"['Iron', 'Electronic']",[],"San Jose, California 95139 Local Recycling Centers and Recycling Information and Statistics"
San Francisco Metal Recycling - Alco Metals,https://alcometals.com/san-francisco-metal-recycling-scrap-metal/,"30 PM





 
2140 Davis St",San Leandro,CA,94577,United States,"['(707) 562-1107', '(510) 562-1107']",['info@alcometals.com'],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],
"ALL-MET Recycling, Inc. – Est. 1957",https://allmetrecycling.com/,,,,,United States,['(714) 528-6013'],['info@allmetrecycling.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],
"Garcia Recycling Center & Metals Inc., in Garden Grove",https://garciarecycling.net/,321313862 Seaboard CircleGard,en Grove,CA,92843,United States,['(714) 554-3213'],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Recycling Center in Garden Grove. Plastic, aluminum, glass, plastic, cardboard recycling and more. Call or visit us now!"
San Diego Scrap Metal Buyers & Recycling Centers,https://scrapvisor.com/california/san-diego/,"52 619 312 6677




View Yard Profile





Ekco Metals
2846 Commercial St",San Diego,CA,92113,United States,"['(619) 756-6696', '(858) 381-7882', '(619) 312-6677']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Find trusted scrap metal buyers and recycling centers in San Diego. View up-to-date scrap metal prices, explore our interactive map of local scrap yards, and connect with reputable companies for fast and profitable scrap sales."
REUSE,https://www.a2zrecyclingllc.com/,,,,,United States,['(928) 208-9233'],"['a2zrecycling.net@gmail.comturn', 'a2zrecycling.net@gmail.com', 'info@mysite.com']",[],[],,"['Aluminum', 'Copper', 'Brass']",[],"A2Z Recycling Center accepts plastic bottles, aluminum cans, aluminum, copper, brass, electric motors, wire, batteries, and cans."
"Junkyards & Auto Salvagein San Diego, CA",https://preferredjunkyard.com/california/san-diego/,969 Heritage Rd,San Diego,CA,92154,United States,[],[],[],[],,"['Auto Parts', 'Iron']",[],"Find Trusted Junkyards and Auto Salvage Yards in San Diego, California that Buy Junk Cars and Sell Reliable Used Auto and Truck Parts."
Tapatio Auto Partsin San Diego,https://preferredjunkyard.com/california/san-diego/tapatio-auto-parts/,2327 Siempre Viva Ct,San Diego,CA,92154,United States,['(323) 250-1975'],[],[],[],,['Auto Parts'],[],"View the main reviews of Tapatio Auto Parts in San Diego and get all the contact information, location details and opening hours."
JunkYards inSacramento (California),https://usjunkyards.com/st-california/cy-sacramento/ci-sacramento/,,,,,United States,"['(888) 871-4488', '(888) 853-0481']",[],[],[],,"['Battery', 'Scrap Metal', 'Auto Parts', 'Steel']",[],"We have compiled detailed information on the junkyards near you in Sacramento, CA ᐉ Visit this page to locate car salvage yards in your area, where you can sell your car or find auto parts."
Tapatio Auto and Truck Recycling - Chula Vista Nirvana,https://www.tapatioauto.com/chula-vista-nirvana/,1851 Nirvana Ave,Chu,LA,,United States,['(800) 388-9134'],[],[],[],,[],[],"We are located in the city of Chula Vista California on Nirvana Street, and we have 3 locations for your convenience."
Tapatio Auto and Truck Recycling - Natalia Texas Location,https://www.tapatioauto.com/natalia-texas-location/,1851 Nirvana Ave,Chu,LA,,United States,['(800) 388-9134'],[],[],[],,[],[],"We are located in the city of Natalia Texas south of San Antonio, we have a huge inventory of used car parts."
ZARC Recycling,https://iscrapapp.com/yards/us-california-san-francisco-zarc-recycling/,75 Waterloo Street,San Francis,CO,,United States,['(415) 282-1267'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"ZARC Recycling, Scrap Metal Yard in San Francisco, California"
Goodbye Junk. Hello Relief.,https://www.1800gotjunk.com/us_en/locations/junk-removal-sandiego/scrap-metal-pickup,,,,,United States,"['(866) 877-3033', '(800) 468-5865', '(800) 619-2981']",[],[],[],,"['Scrap Metal', 'Iron', 'Electronic']",[],Discover 1-800-GOT-JUNK? San Diego's expert scrap metal removal and recycling services. Schedule your eco-friendly pickup today for a clutter-free tomorrow.
Ajax Auto Dismantlers Inc,https://iscrapapp.com/yards/us-california-san-francisco-ajax-auto-dismantlers-inc/,2895 3rd St,San Francis,CO,,United States,['(415) 821-3100'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Lead', 'Zinc']",[],"Ajax Auto Dismantlers Inc, Auto Wrecker and Salvage Yard in San Francisco, California"
"PHOENIX SALVAGE AUTO PARTS, LLC",http://recycler.car-part.com/phoenixsalvageautoparts/,2130 W. BROADWAY RD.,PHOENIX,AZ,85041,United States,['(602) 296-4520'],['phoenixsalvageautoparts@gmail.com'],[],[],,['Auto Parts'],[],"PHOENIX SALVAGE AUTO PARTS: serving the PHOENIX, AZ area with quality used parts"
Sacramento Scrap Metal Buyers & Recycling Centers,https://scrapvisor.com/california/sacramento/,"1 916-313-2924




View Yard Profile





SV Recycling Center
8110 Junipero St",Sacramento,CA,95828,United States,"['(916) 313-2924', '(916) 701-2078', '(916) 387-0177']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Find trusted scrap metal buyers and recycling centers in Sacramento. View up-to-date scrap metal prices, explore our interactive map of local scrap yards, and connect with reputable companies for fast and profitable scrap sales."
"Sacramento, California - 95864 Local Recycling Centers",https://recyclingcenters.org/California/Sacramento_95864_recycling_centers.php,8455 24th Ave,Sacramento,CA,95826,United States,[],[],[],[],,"['Iron', 'Electronic', 'Steel']",[],"Sacramento, California 95864 Local Recycling Centers and Recycling Information and Statistics"
Phelps Auto Wreckers,http://recycler.car-part.com/PhelpsAuto/,2622 Eden Road,San Leandro,CA,94577,United States,"['(510) 569-4204', '(510) 569-4845']",['phelpsautoparts@yahoo.com'],[],[],,[],[],"Phelps Auto Wreckers: serving the San Leandro, CA area with quality used parts"
Why Choose Us?,https://dvrecycling.com/,,W. Deer Valley Rd. Phoenix,AZ,85027,United States,['(623) 869-8900'],['contact@dvrecycling.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum']",[],"Welcome to Deer Valley Recycling Center in Phoenix, AZ."
Junkyards list inLos Angeles (CA),https://usjunkyards.com/st-california/cy-los-angeles/,"970 Reviews


3333 Peck Rd",Monrov,IA,,United States,['(888) 853-0481'],[],[],[],,"['Auto Parts', 'Scrap Metal']",[],"This page has compiled the nearest junkyards and auto salvage in Los Angeles County, CA. ⭐ On this page, you can locate the nearest junkyards and salvage yards to find parts for your vehicle or to sell it."
"Mayfair Auto Wreckers | San Jose, CA",http://mayfairautowreckers.com/,,San Jose,CA,95116,United States,"['(408) 251-1727', '(408) 638-1319']",[],[],[],Business Hours (PST/PDT) Mon - Fri 8:30 am - 5:30 pm Sat & Sun Closed,['Auto Parts'],[],Mayfair Auto Wreckers: serving the San Francisco Bay Area with quality used parts
"Sacramento, CA Scrap Metal Prices",https://www.priceofscrapmetals.com/california/sacramento/,750 Richards Boulevard,and Univers,AL,,United States,[],[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Find the Latest Scrap Metal Prices in Sacramento, California today. Check the current scrap price for copper, steel, aluminum, brass, gold and other ferrous and non-ferrous materials."
Junkyards in Arizona,https://junkyardsnearme.net/junkyards-in-arizona/,"85120
ABC Auto Wrecking Used Auto Parts 4302 E Illinois St",Tucson,AZ,85714,United States,[],[],[],[],,"['Battery', 'Auto Parts', 'Steel', 'Iron', 'Scrap Metal']",[],Find junkyards in Arizona. Our site maps junkyards in Arizona and helps you find used parts cheap. You can get a free...
"San Jose, California - 95131 Local Recycling Centers",https://recyclingcenters.org/California/San_Jose_95131_recycling_centers.php,400 Martin Ave,Santa Clara,CA,95050,United States,[],[],[],[],,"['Iron', 'Electronic', 'Steel']",[],"San Jose, California 95131 Local Recycling Centers and Recycling Information and Statistics"
Metal Recycling in Los Angeles,https://www.industrialscrapmetal.com/california/los-angeles-metal-recycling/,86 million residents as of 2022. It is the third-most visited city in the U.S. with over 4.6 million visitors as of 2019.The area that became Los Angeles was originally inhabited by the indigenous Tongva peopl,e a,ND,,United States,[],['billy@warank.com'],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Lead', 'Zinc']",[],"Metal Recycling in Los Angeles, CA by Industrial Scrap Metal Recycling company. We recycle all types of metal like Alloy Steel, Aluminum, Appliances recycling, Automobile Batteries, and Brass in Los Angeles, CA, etc."
We Sell Used Car Parts,https://www.jiautodismantling.com/,"5226   
      Monday to Friday 8AM-5PM      Saturday 8AM-2PM      Sunday Closed  
       969 Heritage Rd",San Diego,CA,92154,United States,['(619) 816-5226'],[],[],[],,['Auto Parts'],[],"In San Diego, California, J&I Auto Dismantling is the best place to find all used auto parts. 969 Heritage Rd San Diego, CA 92154"
Maita Subaru Parts Department inSacramento (CA),https://usjunkyards.com/st-california/cy-sacramento/ci-sacramento/yd-16377-maita-subaru-parts-department/,"2023
											









 
Jesse Dalton



Having car troubles. That freakin st",inks. B,UT,,United States,"['(888) 853-0481', '(916) 486-8500']",[],[],[],,"['Auto Parts', 'Scrap Metal', 'Catalytic Converter']",[],"Maita Subaru Parts Department is located in the city of Sacramento, CA  ᐉ Contact information, reviews, photos, and opening hours are on our USJunkYards salvage yard database."
Nevada Steel and Recycling Locations,https://www.pacific-steel.com/nevada/,5 River Dr,"S
Great Falls",MT,59405,United States,"['(800) 889-6264', '(406) 727-6222']",[],[],[],,"['Aluminum', 'Scrap Metal', 'Steel']",[],Nevada steel and recycling has the services you need. Visit our website today to learn more about our location and get in contact with our team.
Industrial Scrap Metal in San Diego,https://www.industrialscrapmetal.com/california/san-diego-industrial-scrap-metal/,"200 years later.










Professional Scrap Metal Recycling Services in San Diego







 
 
Metal Recycling 



 
 
Demolition Contractors



 
 
Copper Recycling 












Areas We Serve For Industrial Scrap Metal in California

ActonAdelantoAgouraAgoura HillsAgua DulceAlhambraAliso ViejoAlondra ParkAlpineAltadenaAnaheimAnzaApple ValleyArcadiaArlanzaArtesiaAtwaterAvalonAvocado HeightsAzusaBaldwin ParkBandiniBanningBarstowBarstow HeightsBeaumontBellBell GardensBellflowerBelvedereBermuda DunesBeverly HillsBig Bear CityBig Bear LakeBig RiverBloomingtonBlytheBonitaBonsallBorrego SpringsBostoniaBoyle HeightsBrandeisBreaBrentwoodBuelltonBuena ParkBurbankCabazonCalabasasCalimesaCamarilloCameron CornersCamp Pendleton NorthCamp Pendleton SouthCampoCanoga ParkCanyon CountryCanyon LakeCardiff-by-the-SeaCarlsbadCarmel ValleyCarpinteriaCarsonCasa ConejoCasa de Oro-Mount HelixCastaicCathedral CityCentury CityCerritosChannel Islands BeachCharter OakChatsworthCherry ValleyChinoChino HillsChula VistaCitrusClaremontCoachellaColtonCommerceComptonCoronaCoronadoCosta MesaCoto De CazaCovinaCowan HeightsCrestCrestlineCudahyCulver CityCypressDana PointDeclezvilleDel AireDel MarDel ReyDescansoDesert EdgeDesert Hot SpringsDesert View HighlandsDiamond BarDove CanyonDowneyDuarteEagle RockEast HemetEast IrvineEast La MiradaEast Los AngelesEast PasadenaEast Rancho DominguezEast San GabrielEast WhittierEastvaleEcho ParkEdenEl CajonEl Cerrito CoronaEl MonteEl RioEl SegundoEl SerenoEncinitasEncinoEscondidoEucalyptus HillsFairbanks RanchFairviewFallbrookFillmoreFlorence-GrahamFontanaFoothill RanchForest FallsFort IrwinFountain ValleyFremontFrench ValleyFullertonGarden GroveGardenaGarnetGlen AvonGlendaleGlendoraGoletaGood HopeGrand TerraceGranite HillsGrapelandGreen AcresGuadalupeHacienda HeightsHarbison CanyonHawaiian GardensHawthorneHelendaleHemetHermosa BeachHesperiaHi VistaHidden HillsHidden MeadowsHighgroveHighlandHighland ParkHillgroveHinkleyHollywoodHome GardensHomelandHope RanchHuntington BeachHuntington ParkIdyllwildIdyllwild-Pine CoveImperial BeachIndian WellsIndioInglewoodIrvineIrwindaleIsla VistaJamulJoshua TreeJurupa ValleyKoreatownKramer Junct",ion,LA,,United States,[],['billy@warank.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal', 'Lead', 'Zinc']",[],"Largest Scrap Metal Recycling in San Diego, CA by Industrial Scrap Metal, We are expert in Steel Recycling, Scrap Metal Recycling. Contact Industrial Scrap Metal for building demolishing and recycling."
Bins and Containers,https://atlasironandmetal.com/bins-and-containers/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Appliance', 'Copper', 'Steel', 'Iron', 'Scrap Metal']",[],"Atlas Iron & Metal Co. provides bin & container services for recycling scrap metal in Los Angeles. Recycle debris, metal, copper, stainless steel & automotive scrap."
San Jose Scrap Metal Buyers & Recycling Centers,https://scrapvisor.com/california/san-jose/,1788 Rogers Ave,San Jose,CA,95112,United States,"['(408) 727-5279', '(408) 436-1107', '(408) 494-4200']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Find trusted scrap metal buyers and recycling centers in San Jose. View up-to-date scrap metal prices, explore our interactive map of local scrap yards, and connect with reputable companies for fast and profitable scrap sales."
"Junkyards & Auto Salvagein Anaheim, CA",https://preferredjunkyard.com/california/anaheim/,1360 S Anaheim Blvd,Anaheim,CA,92805,United States,[],[],[],[],,"['Battery', 'Auto Parts', 'Appliance', 'Electronic', 'Iron', 'Lead']",[],"Find Trusted Junkyards and Auto Salvage Yards in Anaheim, California that Buy Junk Cars and Sell Reliable Used Auto and Truck Parts."
"PROFESSIONAL CRV RECYCLING SERVICESSERVING SOUTH SAN DIEGO COUNTY AND LOCATED IN CHULA VISTA, CA",https://www.mikesrecycling.net/,2688 3151 Main St,Chula Vista,CA,91911,United States,['(619) 426-2688'],[],[],[],,"['Scrap Metal', 'Iron']",[],"Mike's Recycling is your local provider of professional recycling services in Chula Vista, CA and the surrounding areas. Give us a call today!"
Hours of Operation,https://www.metalrecyclingservicesofcalifornia.com/,,,,,United States,['(266) 942-2155'],"['customerservice@mrsofca.com', 'touchcustomerservice@mrsofca.com']",[],[],,"['Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Stainless Steel']",[],"Metal Recycling , Scrap Yard buyers of Copper, Aluminum, HVAC , in Southern California"
New Arrivals,https://www.tapatioauto.com/product-category/new-arrivals/,1851 Nirvana Ave,Chu,LA,,United States,['(800) 388-9134'],[],[],[],,[],[],
Recycling,https://www.siskiyoucounty.gov/generalservices/page/recycling,"00 pm

190 Greenhorn Road",Yreka,CA,96097,United States,"['(530) 842-8123', '(866) 652-2876', '(530) 842-8220']",['generalservices@co.siskiyou.ca.us'],[],[],,"['Aluminum', 'Iron']",[],
"We Pay Cash for Cars In San Diego, CA",https://junkyardsandiego.com/,,,,,United States,['(619) 500-7412'],[],[],[],,['Auto Parts'],[],
Recycling Center Phoenix | Scrap Metal Recycling | Aluminum Cans | Copper,https://avondalerecycling.com/,940 E. Brinker Dr.,Avondale,AZ,85323,United States,['(623) 925-9904'],[],[],[],,"['Appliance', 'Copper', 'Brass', 'Steel', 'Aluminum', 'Scrap Metal']",[],"Phoenix recycling center buying all kinds of scrap metal including, copper, aluminum cans, brass, and other scrap junk including central AC units, dishwashers, refrigerators, stoves, microwaves, water heaters and furnaces."
