name,address,city,state,zip_code,country,phone,website,email,latitude,longitude,shop_type,opening_hours,description,recycling_type,recycling_materials,accepts_cash,accepts_cards,wheelchair_access,industrial_use,craft_type,source,osm_id,osm_type,scraped_at,metal_types_detected,services_detected
O’Neal Residential Waste and Recycling Center,3769 Camp Road,,,,US,,,,35.0129433,-82.2764427,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,505422624,way,2025-07-07T00:45:42.377429,"['titanium', 'aluminum']",[]
North Greenville Recycling Center,514 Rutherford Road,Greenville,SC,29609,US,,,,34.8734954,-82.3982338,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1128345224,way,2025-07-07T00:45:42.377429,[],[]
Blackberry Valley Recycling And Residential Waste Collection Center,409 Blackberry Valley Road,,,,US,,,,34.9139932,-82.4829844,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,14575787,relation,2025-07-07T00:45:42.377429,"['titanium', 'aluminum']",[]
BlueSky Solutions LLC,5019 Hovis Road,Charlotte,NC,28208,US,,,,35.2686861,-80.8995748,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,740064557,way,2025-07-07T00:45:50.940709,['titanium'],[]
Pull-A-Part,6024 North Tryon Street,Charlotte,NC,28213,US,,,,35.2676802,-80.7654443,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,832674303,way,2025-07-07T00:45:50.940709,[],[]
LKQ Self Service,3900 Chesapeake Drive,Charlotte,NC,28216,US,,,,35.2728328,-80.86845,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,832675437,way,2025-07-07T00:45:50.940709,[],[]
Paper Skyscraper,330 East Boulevard,Charlotte,NC,28203,US,,,,35.2099316,-80.8558026,,,,,,,,,,,OpenStreetMap Enhanced,997012672,way,2025-07-07T00:45:50.940709,[],[]
PSC Metals,,,,,US,,,,36.1607942,-86.7664707,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,397122379,way,2025-07-07T00:46:01.965966,['aluminum'],[]
Omohundro Center | Residential Waste & Recycling Facility,1019 Omohundro Place,Nashville,TN,37210,US,,https://www.nashville.gov/Public-Works/Neighborhood-Services/Recycling/Residential-Waste-and-Recycling-Facilities.aspx,,36.1555971,-86.739164,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,753399164,way,2025-07-07T00:46:01.965966,"['titanium', 'aluminum']",[]
Living Earth,,,,,US,,,,36.1432855,-86.7190844,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,753399167,way,2025-07-07T00:46:01.965966,[],[]
SA Recycling,,,,,US,,,,36.1718924,-86.860421,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1210616622,way,2025-07-07T00:46:01.965966,[],[]
Memphis Scrap,,,,,US,,,,35.1063781,-90.0872887,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1206645082,way,2025-07-07T00:46:13.403389,[],[]
Memphis Industrial Scrap,,,,,US,,https://portofmemphis.com/industry/memphis-industrial-scrap-recycling/,,35.0871777,-90.1150531,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1206645117,way,2025-07-07T00:46:13.403389,['aluminum'],[]
Progress Rail,,,,,US,,https://portofmemphis.com/industry/for-sale-colliers-wilkinson-snowden/,,35.1068604,-90.091585,scrap_yard,,primarly rolling stock scrapping,,,,,,scrap_yard,,OpenStreetMap Enhanced,1206645142,way,2025-07-07T00:46:13.403389,['stainless_steel'],[]
Omnisource,,,,,US,,,,35.1790133,-90.0407746,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1207570369,way,2025-07-07T00:46:13.403389,['nickel'],[]
Collins Yard Convenience Center,304 Collins Street,Memphis,TN,38112,US,,,,35.1419854,-89.971973,recycling,Fr-Su 09:00-15:00,,centre,,,,,,,OpenStreetMap Enhanced,1360412614,way,2025-07-07T00:46:13.403389,['nickel'],[]
Modern Metals Recycling,7968 Florida Boulevard,Denham Springs,LA,70726,US,+1-225-665-4180,,,30.4823666,-90.9319326,recycling,Mo-Fr 08:00-16:00,,centre,,,,,,,OpenStreetMap Enhanced,822295959,way,2025-07-07T00:46:22.488706,['aluminum'],[]
Southern Scrap Metal,,,,,US,,,,30.5181598,-91.1810674,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1175112978,way,2025-07-07T00:46:22.488706,['aluminum'],[]
EMR Recycling,,,,,US,,,,30.5116537,-91.1757014,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1175112979,way,2025-07-07T00:46:22.488706,[],[]
Metal Depots,8431 Airline Highway,Baton Rouge,LA,70815,US,(225) 706-5800,https://www.metaldepots.com/Baton-Rouge/,,30.4586976,-91.0990389,trade,,,,,,,,,metal_construction,OpenStreetMap Enhanced,1213753310,way,2025-07-07T00:46:22.488706,"['titanium', 'aluminum']",[]
The Green Project,2831 Marais St,,,,US,+1 504 9450240,https://www.thegreenproject.org/,,29.9694876,-90.0472967,doityourself,,,,,,,,,,OpenStreetMap Enhanced,320010049,node,2025-07-07T00:46:37.897742,[],[]
Dats Progress Recycling,,,,,US,,http://datsprogress.org,,29.966846,-90.089613,recycling,Sa-Su 06:00-17:00,,,,,,,,,OpenStreetMap Enhanced,1252829465,node,2025-07-07T00:46:37.897742,['stainless_steel'],[]
Goodwill Store,,,,,US,,,,29.9027336,-90.0645363,recycling,,,,,,,,,,OpenStreetMap Enhanced,7158338386,node,2025-07-07T00:46:37.897742,[],[]
EMR Southern Recycling,,,,,US,,,,29.921428,-90.1448533,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1175920335,way,2025-07-07T00:46:37.897742,[],[]
Wash Twp Recycling,,,,,US,,,,39.7921439,-75.0793733,recycling,,,,,,,,,,OpenStreetMap Enhanced,1612442358,node,2025-07-07T00:46:56.516404,[],[]
Northwest Drop-Off Center,Domino Lane,,,,US,,,,40.0398714,-75.23857,recycling,Mo-Sa 08:00-18:00,,centre,,,,,,,OpenStreetMap Enhanced,3648076785,node,2025-07-07T00:46:56.516404,[],[]
Penn Jersey Recycling,,,,,US,,,,39.9329926,-75.108501,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,5650297542,node,2025-07-07T00:46:56.516404,[],[]
W. Hargrove Recycling,1507 East State Street,Camden,NJ,08105,US,,,,39.9503901,-75.1038572,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,5662286854,node,2025-07-07T00:46:56.516404,[],[]
River Front Recycling,,,,,US,,,,39.9573424,-75.0988237,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,5662286862,node,2025-07-07T00:46:56.516404,[],[]
E&A Drywall Corporation,226 North 38th Street,Camden,NJ,08105,US,,,,39.9531793,-75.0731795,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,5678411998,node,2025-07-07T00:46:56.516404,"['titanium', 'aluminum']",[]
Camden Iron & Metal,2714 Mitchell Street,Camden,NJ,08105,US,,,,39.949347,-75.088149,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,5678558868,node,2025-07-07T00:46:56.516404,"['steel', 'aluminum']",[]
Essington Avenue Used Auto Parts,6770 Essington Avenue,Philadelphia,PA,19153,US,,,,39.9065755,-75.2196987,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,6875535969,node,2025-07-07T00:46:56.516404,['stainless_steel'],[]
Jim's Auto Recycling,6299 Passyunk Avenue,Philadelphia,PA,19153,US,,,,39.9175208,-75.215323,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,6875587096,node,2025-07-07T00:46:56.516404,[],[]
Big Head Auto Salvage,3511 South 61st Street,Philadelphia,PA,19153,US,,,,39.9192969,-75.2102533,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,6875686022,node,2025-07-07T00:46:56.516404,['aluminum'],[]
Philly Auto Salvage & Parts,3501 South 61st Street,Philadelphia,PA,19153,US,,,,39.919539,-75.2110109,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,6875686023,node,2025-07-07T00:46:56.516404,['aluminum'],[]
Delaware Valley Recycling,3107 South 61st Street,Philadelphia,PA,19153,US,,,,39.9223893,-75.2149504,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,6875686031,node,2025-07-07T00:46:56.516404,['aluminum'],[]
City of Philadelphia Citizen Convenience Center for Recycling and Trash,,,,,US,,,,39.9828307,-75.0785329,recycling,,,,,,,,,,OpenStreetMap Enhanced,7359957091,node,2025-07-07T00:46:56.516404,"['titanium', 'nickel']",[]
Philadelphia Department of Streets Sanitation Division Torresdale Citizen Drop-off Site,,,,,US,,,,40.0362331,-75.0103635,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,7435436234,node,2025-07-07T00:46:56.516404,"['titanium', 'aluminum', 'nickel']",[]
Temple Computer Recycling Center,,,,,US,,,,39.9805537,-75.1578082,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,9169920856,node,2025-07-07T00:46:56.516404,[],[]
Salvation Army,,,,,US,,,,40.0335426,-75.2203953,recycling,Mo 11:00-18:00; Tu-Sa 10:00-19:00; Su off,,container,,,,,,,OpenStreetMap Enhanced,11401451356,node,2025-07-07T00:46:56.516404,[],[]
Philly Cash For Cars,4921 Cottman Avenue,Philadelphia,PA,19135,US,+1-215-791-2422,https://phillycashforcars.com,,40.0270296,-75.0324544,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,11548255570,node,2025-07-07T00:46:56.516404,[],[]
Liberty Waste & Recycling Inc.,,,,,US,,https://www.libwaste.com/,,39.9242135,-75.2156431,recycling,,"Need dependable Dumpster Rental or a full-service Recycling Company in New Jersey? Liberty Waste & Recycling delivers direct, hands-on solutions without the hassle of third-party brokers - meaning faster service, better pricing, and no hidden fees.",centre,,,,,,,OpenStreetMap Enhanced,12785508248,node,2025-07-07T00:46:56.516404,"['stainless_steel', 'titanium', 'aluminum', 'nickel']",[]
National Paper Recycling,,,,,US,,http://www.nationalpaperrecycling.com,,39.925635,-75.1243686,recycling,,paper recycling plant,,,,,,,,OpenStreetMap Enhanced,265962083,way,2025-07-07T00:46:56.516404,"['titanium', 'aluminum']",[]
SIMS Metal,,,,,US,,,,39.9449046,-75.0967442,recycling,,Buyer of all scrap metal,,,,,,,,OpenStreetMap Enhanced,365400264,way,2025-07-07T00:46:56.516404,['aluminum'],[]
Orthodox Auto,1999 Cooper Street,Camden,NJ,08105,US,,,,39.946166,-75.0957039,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,365401804,way,2025-07-07T00:46:56.516404,[],[]
KBI Recycling,1829 Tioga Street,Camden,NJ,08104,US,,,,39.9214738,-75.1067325,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,591693161,way,2025-07-07T00:46:56.516404,[],[]
"V. Ponte & Sons, Inc.",1600 Mickle Street,Camden,NJ,08105,US,,,,39.9426579,-75.1005593,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,593956869,way,2025-07-07T00:46:56.516404,[],[]
Clearfield Recycling,547 West Clearfield Street,Philadelphia,PA,19133,US,,,,39.9991279,-75.1403163,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,601325284,way,2025-07-07T00:46:56.516404,[],[]
EMR Delco,3057 North 2nd Street,Philadelphia,PA,19133,US,,,,39.9969711,-75.1328277,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,601865422,way,2025-07-07T00:46:56.516404,[],[]
State Metal Industries Inc,,,,,US,,http://www.statemetalindustries.com/,,39.9338363,-75.1280685,recycling,,aluminum product manufacturer and smelter from scrap metal,,,,,,,,OpenStreetMap Enhanced,808542242,way,2025-07-07T00:46:56.516404,['aluminum'],[]
Composting Site,,,,,US,,,,40.0638293,-75.2752847,recycling,,,dump,,,,,,,OpenStreetMap Enhanced,922985287,way,2025-07-07T00:46:56.516404,"['titanium', 'tin']",[]
Fox Foundry,,,,,US,,,,39.9761688,-75.1218343,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,1105132615,way,2025-07-07T00:46:56.516404,"['titanium', 'aluminum']",[]
Synergy Towing,2210 West Westmoreland Street,Philadelphia,PA,19140,US,,,,40.0045715,-75.1665129,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1143801274,way,2025-07-07T00:46:56.516404,[],[]
Massara Metal,131 West Broad Street,Palmyra,NJ,08065,US,+1-856-829-5096,https://www.metalunion.us/company-massara-metal-in-palmyra-nj-33677,,40.0029208,-75.0242973,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,1289797713,way,2025-07-07T00:46:56.516404,"['stainless_steel', 'titanium', 'aluminum']",[]
Philly Scrap Metal,3246 South 61st Street,Philadelphia,PA,19153,US,,,,39.9199538,-75.2138523,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1304542340,way,2025-07-07T00:46:56.516404,['aluminum'],[]
Pasco,7250 Paschall Avenue,Philadelphia,PA,19153,US,+1 215-365-3433,https://pascometalrecycling.com/,,39.9162893,-75.2442509,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1354417975,way,2025-07-07T00:46:56.516404,[],[]
Key Food,,,,,US,,,,40.6905031,-73.9941033,recycling,,,machine,,,,,,,OpenStreetMap Enhanced,419366080,node,2025-07-07T00:47:10.001407,[],[]
S&S Creation,134 12th Street,,,11215,US,+1-718-965-6061,,,40.6698383,-73.99314,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,2550101330,node,2025-07-07T00:47:10.001407,"['titanium', 'aluminum']",[]
Kings Highway Mall,1613 Kings Highway,,,11229,US,,,,40.6095223,-73.9570641,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,2562969384,node,2025-07-07T00:47:10.001407,"['titanium', 'aluminum']",[]
Virgo Iron Works,568E Grand Avenue,,,11238,US,+1-718-623-6035,https://virgoironworks.org,,40.678489,-73.9622826,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,2713490434,node,2025-07-07T00:47:10.001407,"['steel', 'titanium', 'aluminum']",[]
CTown,,,,,US,,,,40.8757814,-73.9085437,recycling,,,machine,,,,,,,OpenStreetMap Enhanced,2797795937,node,2025-07-07T00:47:10.001407,[],[]
Skyscraper Museum,39 Battery Place,New York,NY,10280,US,+1 2129681961,https://skyscraper.org/,,40.70575,-74.017691,,We-Sa 12:00-18:00,,,,,,yes,,,OpenStreetMap Enhanced,2808241058,node,2025-07-07T00:47:10.001407,[],[]
Gotham Metalworks,,,,,US,+1-718-852-7002,https://www.gothammetals.com/,,40.6812859,-74.0085758,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,2827505145,node,2025-07-07T00:47:10.001407,"['titanium', 'aluminum']",[]
J&D Iron Works,55 Commerce Street,,,11231,US,+1-718-374-5070,,,40.6800762,-74.0073069,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,2827518418,node,2025-07-07T00:47:10.001407,"['steel', 'titanium', 'aluminum']",[]
Hook Fabrication,72 Verona Street,,,11231,US,,,,40.6791956,-74.0084291,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,2827518427,node,2025-07-07T00:47:10.001407,"['titanium', 'aluminum']",[]
Royal Metal Products,349 36th Street,,,11232,US,+1-718-369-0921,,,40.6549815,-74.0053045,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,3154303890,node,2025-07-07T00:47:10.001407,"['titanium', 'aluminum']",[]
Vinnie's Ironworks,,,,,US,+1-718-875-1362,https://www.vinniesironworksny.com,,40.6871815,-73.9919751,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,3613554782,node,2025-07-07T00:47:10.001407,"['steel', 'titanium', 'aluminum', 'nickel']",[]
El flecha,,,,,US,,,,40.8994295,-74.0556438,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,4940990421,node,2025-07-07T00:47:10.001407,[],[]
Empire City Iron Works,,,,,US,,,,40.7467945,-73.9510737,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,4995779512,node,2025-07-07T00:47:10.001407,"['steel', 'titanium', 'aluminum']",[]
Precycle,,,,,US,,https://www.precycle.shop,,40.6797733,-73.9678862,greengrocer,Mo-Su 09:00-21:00,,,,,,,,,OpenStreetMap Enhanced,5589277122,node,2025-07-07T00:47:10.001407,[],[]
Excalibur Bronze Sculpture Foundry,309 Starr Street,,,,US,+1-718-366-3444,https://exnyfoundry.com/,Josh@EXNYFoundry.com,40.7077514,-73.9207813,,Mo-Th 08:00-16:30; Fr 08:00-13:30,,,,,,,,metal_construction,OpenStreetMap Enhanced,5633535325,node,2025-07-07T00:47:10.001407,"['titanium', 'aluminum', 'copper']",[]
Brooklyn Metal Works,,,,,US,,,,40.6802911,-73.9690829,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,5837225129,node,2025-07-07T00:47:10.001407,"['titanium', 'aluminum']",[]
Kingdom Contracting,677 Woodward Avenue,,,,US,+1-718-497-1698,https://kingdomcontracting.net/,,40.7052598,-73.9060739,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,5927673303,node,2025-07-07T00:47:10.001407,"['titanium', 'aluminum', 'tin']",[]
Oz Steel,236B 6th Street,,,11215,US,,,,40.6726871,-73.9886169,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,5932291046,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
Atlantic Redemption Center,2420 Atlantic Avenue,,,,US,,,,40.6756675,-73.903935,recycling,,,,,,,,,,OpenStreetMap Enhanced,5980540503,node,2025-07-07T00:47:10.002413,['titanium'],[]
Bari Iron Works,35 Coffey Street,,,11231,US,+1-718-858-5666,,,40.6743839,-74.0116034,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,6041671685,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
New Star Brass & Bronze Works,178 Stockholm Street,,,,US,+1-516-358-1153,https://railingsbynewstar.com/,info@railingsbynewstar.com,40.6996687,-73.9224199,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,6128707690,node,2025-07-07T00:47:10.002413,"['stainless_steel', 'titanium', 'aluminum', 'brass']",[]
Moon Contractor Co,108 Bayard Street,,,10013,US,+1-212-571-0424,,,40.7162128,-73.9998645,,,,,,,,no,,metal_construction,OpenStreetMap Enhanced,6219132406,node,2025-07-07T00:47:10.002413,"['titanium', 'aluminum']",[]
HMH Iron Design,37B 9th Street,,,11215,US,+1-718-851-5870,https://hmhirondesign.com,,40.6743998,-73.9955872,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,6326532957,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
FMJ Mini Center Recycle Corp,202 Hoyt Street,,,11201,US,,,,40.684296,-73.9894769,recycling,Mo 08:00-17:00; Tu 08:00-16:00; Th 08:00-17:00; Fr 08:00-15:00; Sa 09:00-17:00; Su 11:00-17:00,,centre,,,,,,,OpenStreetMap Enhanced,6341782748,node,2025-07-07T00:47:10.002413,['nickel'],[]
Serett Metal Works,37D 9th Street,,,11215,US,,,,40.6742349,-73.9952091,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,6433148368,node,2025-07-07T00:47:10.002413,"['titanium', 'aluminum']",[]
All City Iron Works,,,,,US,+1-718-368-6151,,,40.6772619,-73.9871045,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,6446540514,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
Hudson River Park Trust,,,,,US,,,,40.7560397,-74.0060611,recycling,,,container,,,,,,,OpenStreetMap Enhanced,6575692623,node,2025-07-07T00:47:10.002413,[],[]
Paracha Brothers-Tire Waste Management,489 Frelinghuysen Avenue,Newark,NJ,07114,US,+1-973-645-1400,https://tirewastemanagement.com/,,40.7041497,-74.1948335,scrap_yard,Mo-Fr 07:30-18:00; Sa 12:00-16:00; Su 12:00-19:30,,,,,,,scrap_yard,,OpenStreetMap Enhanced,6674361857,node,2025-07-07T00:47:10.002413,['titanium'],[]
Cameo Metal Products,,,,,US,+1-718-788-1106,https://www.cameometal.com,,40.6701582,-73.9933324,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,6803530627,node,2025-07-07T00:47:10.002413,"['titanium', 'aluminum']",[]
A & C Stainless Steel,,,,,US,+1-347-987-3442,https://www.ancstainless.com,,40.6601329,-74.0011021,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,7070066917,node,2025-07-07T00:47:10.002413,"['steel', 'stainless_steel', 'titanium', 'aluminum']",[]
Ricardo's Iron Work,,,,,US,+1-718-499-1153,,,40.682152,-73.9879264,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,7143219862,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
The Environmental Recycling,580 Degraw Street,,,11217,US,,,,40.6797836,-73.9853802,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,8091465400,node,2025-07-07T00:47:10.002413,"['steel', 'aluminum']",[]
IKEA,,,,,US,,,,40.671953,-74.0110369,recycling,,,container,,,,,,,OpenStreetMap Enhanced,8138280545,node,2025-07-07T00:47:10.002413,[],[]
Foodtown,,,,,US,,,,40.6771322,-73.9692313,recycling,,,machine,,,,,,,OpenStreetMap Enhanced,8140308358,node,2025-07-07T00:47:10.002413,[],[]
J & A Iron Work,,,,,US,+1-718-218-8999,,,40.6569746,-74.0025116,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,8303908032,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
Wegmans,,,,,US,,,,40.7000722,-73.9799159,recycling,,,machine,,,,,,,OpenStreetMap Enhanced,8607572379,node,2025-07-07T00:47:10.002413,[],[]
Ideal Food Basket,,,,,US,,,,40.6762802,-73.9636202,recycling,,,machine,,,,,,,OpenStreetMap Enhanced,8709980903,node,2025-07-07T00:47:10.002413,[],[]
C.C.W. Mechanical,,,,,US,+1-718-633-0594,https://www.ccwsheetmetal.com,,40.6523535,-73.9807126,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,8857918781,node,2025-07-07T00:47:10.002413,"['titanium', 'aluminum', 'nickel']",[]
International Welding Corp,,,,,US,+1-347-235-7035,,,40.6458221,-73.9843214,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,9448468468,node,2025-07-07T00:47:10.002413,"['titanium', 'aluminum']",[]
J & L Stainless & Iron Work,725 39th Street,,,11232,US,+1-646-673-5673,,,40.6482679,-73.9986941,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,9750252961,node,2025-07-07T00:47:10.002413,"['steel', 'stainless_steel', 'titanium', 'aluminum']",[]
Double Seven Iron Work,259 58th Street,,,11220,US,,,,40.6438292,-74.0200515,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,9805118642,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
DSNY,,,,,US,,https://smartcompost.nyc/,,40.7666146,-73.9259439,recycling,,,container,,,,,,,OpenStreetMap Enhanced,10108665035,node,2025-07-07T00:47:10.002413,[],[]
AJ Iron Work,,,,,US,+1-718-237-2642,,,40.6814727,-73.98348,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,10128431419,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
All bright metal finishing,760 Ramsey Avenue,,,07205,US,(908) 206-9411,https://www.allbrightmetal.com/,allbrightmetalfinishing@msn.com,40.7095849,-74.2353385,car,"Su,Sa 07:00-15:00; Mo-Fr 09:00-18:00",,,,,,,,,OpenStreetMap Enhanced,10934284307,node,2025-07-07T00:47:10.002413,"['aluminum', 'nickel']",[]
OGS Recycling,1383 Jefferson Ave,Brooklyn,NY,11237,US,,,,40.6947358,-73.9100218,recycling,,,container,,,,,,,OpenStreetMap Enhanced,11242054496,node,2025-07-07T00:47:10.002413,[],[]
"Junk Cars,Cash for Junk car,Junk Trucks",,,,,US,,,,40.6690429,-74.2623097,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,11343990213,node,2025-07-07T00:47:10.002413,[],[]
Lincoln Square Business  Improvement District,,,,,US,,https://www.nyc.gov/site/dsny/collection/containerization/clean-curbs-for-bids.page,,40.7711944,-73.9869193,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,11546647626,node,2025-07-07T00:47:10.002413,[],[]
Y & L Stainless Steel,,,,,US,+1-917-355-2211,,,40.6552088,-74.0061166,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,11753614455,node,2025-07-07T00:47:10.002413,"['steel', 'stainless_steel', 'titanium', 'aluminum']",[]
metal,,,,,US,,,,40.8230043,-73.9560304,,,,,,,,yes,,,OpenStreetMap Enhanced,11880291230,node,2025-07-07T00:47:10.002413,['aluminum'],[]
NYC Department of Sanitation,,,,,US,,,,40.7987744,-73.9657134,waste_disposal,,marked to take trash,,,,,,,,OpenStreetMap Enhanced,11888910123,node,2025-07-07T00:47:10.002413,[],[]
Jersey City PSOA,,,,,US,,,,40.7357219,-74.0460692,recycling,,,container,,,,,,,OpenStreetMap Enhanced,11968294417,node,2025-07-07T00:47:10.002413,[],[]
Hoboken PBA #2,,,,,US,,,,40.7366342,-74.0368006,recycling,,,container,,,,,,,OpenStreetMap Enhanced,11968294418,node,2025-07-07T00:47:10.002413,[],[]
Ace Auto Salvage,,,,,US,,,,40.6350009,-74.1274213,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,12093577794,node,2025-07-07T00:47:10.002413,['aluminum'],[]
New York City Department of Sanitation,,,,,US,,,,40.7711887,-73.9872207,recycling,24/7,,container,,,,,,,OpenStreetMap Enhanced,12363573335,node,2025-07-07T00:47:10.002413,[],[]
Hugo Neu Schnitzer,,,,,US,,,,40.7371057,-73.9431607,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,12381736856,node,2025-07-07T00:47:10.002413,['nickel'],[]
LPTSK,,,,,US,,https://www.lpstk.org,,40.7117604,-74.0582204,recycling,,,container,,,,,,,OpenStreetMap Enhanced,12424789342,node,2025-07-07T00:47:10.002413,[],[]
All American Alloys & Recycling,200 South 1st Street,Elizabeth,NJ,07206,US,+1 908-289-1005,https://allamericanalloy.com/,,40.6446124,-74.1932878,recycling,Mo-Fr 06:00-16:00; Sa 06:00-12:00; Su off,,centre,,,,,,,OpenStreetMap Enhanced,12548896517,node,2025-07-07T00:47:10.002413,['aluminum'],[]
unknown,,,,,US,,,,40.6007159,-74.1517517,recycling,24/7,,container,,,,,,,OpenStreetMap Enhanced,12776825953,node,2025-07-07T00:47:10.002413,[],[]
Food Bazaar,,,,,US,,,,40.6746718,-74.0172008,recycling,08:00-21:30,,machine,,,,yes,,,OpenStreetMap Enhanced,12925042238,node,2025-07-07T00:47:10.002413,[],[]
Kendi Iron Works,,,,,US,+1-718-821-2722,https://www.kendimfg.com,,40.7068642,-73.9392997,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,12960288288,node,2025-07-07T00:47:10.002413,"['steel', 'titanium', 'aluminum']",[]
Economy Stainless Supply Company,,,,,US,,,,40.7034055,-73.934228,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,12977783149,node,2025-07-07T00:47:10.002413,"['stainless_steel', 'titanium', 'aluminum']",[]
Cranford Reclamation Center,,,,,US,,,,40.6680206,-74.2894328,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,181961694,way,2025-07-07T00:47:10.003412,['titanium'],[]
Square Design,283 4th Avenue,,,11215,US,+1 718 522 7576,https://www.squaredesigninc.com,,40.674708,-73.9843082,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,241843204,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
